floor,rooms,sq,district,distance_to_nearest_metro,distance_to_pkin,living_condition_index,age_of_house,es_index,price
7.0,3.0,58.0,Ursynów,0.14215542090536093,10.740926446126196,0.4805427027507095,15,0.9033682955053822,729000.0
4.0,2.0,48.96,Wola,0.8323391033840633,1.8952656978544924,0.6022975909239836,67,0.7877208563730759,575000.0
3.0,2.0,52.5,Wola,0.3334628075332754,1.316468647643131,0.6500018974410129,11,0.803205363839921,960750.0
6.0,2.0,80.0,Śródmieście,0.8129195818987677,2.1232597976135614,0.7959123742028749,82,0.42095689280547355,1690000.0
0.0,3.0,55.0,Białołęka,4.369007297437188,10.843383161490951,0.28260419377377755,0,0.8993218434147559,395568.0
1.0,3.0,89.4,Wilanów,2.729649993958965,8.794462069880195,0.42896812671673595,15,0.908045948337776,1153400.0
4.0,4.0,74.0,Praga-Południe,2.3990522192751214,5.299984889516397,0.5828229265650382,65,0.8000265494925034,470000.0
1.0,4.0,91.0,Ursynów,1.3860446779782731,10.253480866517846,0.511945162401571,33,0.8026099900206051,1200000.0
4.0,3.0,75.6,Ursus,6.514660573721481,9.329361463786656,0.28592782137330247,20,0.9379221326490836,989000.0
1.0,4.0,83.32,Wola,1.2581836400080328,3.759147830983273,0.6781675800235063,0,0.7859582776806597,772526.0
2.0,3.0,74.0,Mokotów,0.43556449092625094,0.02832371015692246,0.6950378435495072,2,0.9144628229549531,959000.0
2.0,2.0,57.88,Białołęka,4.369007297437188,10.843383161490951,0.2513373582793805,0,0.9479365505176741,408054.0
1.0,5.0,163.2,Ursynów,1.3860446779782731,10.253480866517846,0.5416061229022062,21,0.910196444168412,999000.0
2.0,2.0,52.0,Bielany,0.5878154268423738,6.752006419999106,0.3902396172161373,66,0.6906939234011896,560000.0
0.0,1.0,29.93,Białołęka,4.951905478123489,9.828843897079137,0.25858816805137114,0,0.9367773702622454,320251.0
4.0,1.0,33.48,Mokotów,2.356292434035472,4.783129824927014,0.6673143305846213,61,0.8849316090566994,498000.0
9.0,1.0,31.0,Mokotów,2.3560542028186493,5.2854603986101205,0.7436248927257734,42,0.8437926638235083,334000.0
10.0,4.0,102.0,Ochota,0.5656558792104528,0.6790665802903136,0.7215788517438114,22,0.6473592158176134,1250000.0
2.0,3.0,78.0,Bemowo,2.7162584848771476,6.429609900279659,0.32656859343881,23,0.9071845315980761,726000.0
0.0,3.0,84.49,Mokotów,2.3560542028186493,5.2854603986101205,0.6550779485195218,0,0.8014547157692301,1351840.0
4.0,2.0,48.0,Mokotów,0.14626596934697356,3.901297931487978,0.7341743909773166,65,0.8015078676606006,540000.0
2.0,3.0,49.0,Bielany,1.1111159221406135,6.882274406413223,0.37025696842632627,53,0.7353925271179979,495000.0
3.0,3.0,54.56,Wesoła,12.541414762012955,14.968711850329697,0.43553908407033426,1,0.5018950045832522,414656.0
2.0,2.0,38.3,Praga-Południe,2.141469257291438,4.942338585171917,0.5416316129777193,0,0.8027330676580829,440450.0
0.0,2.0,38.0,Ursus,7.219895902523602,10.150833251419066,0.3002762659014033,51,0.8706622544390686,350000.0
3.0,3.0,51.55,Ursus,5.747764192373684,7.882318908706781,0.27110727080322655,0,0.8680421452303396,467900.0
0.0,2.0,38.0,Targówek,0.6682554815292581,5.980828169701148,0.49163944379214386,51,0.8139111386161398,399000.0
0.0,2.0,50.0,Wola,0.1566164850086975,3.560946574911859,0.7088599278668958,10,0.7642604188909886,744000.0
3.0,3.0,56.04,Bielany,0.7147662559894385,7.858372286394024,0.34277081051632663,51,0.6944075071205094,499900.0
1.0,2.0,46.3,Mokotów,1.368421352389063,3.6866718718020244,0.660138134140741,66,0.7771540302555457,605000.0
1.0,3.0,78.0,Praga-Południe,0.43556449092625094,0.02832371015692246,0.5377266399696551,11,0.9453732035922302,1160000.0
0.0,2.0,47.9,Białołęka,2.641373625236182,8.725445271978408,0.2745259344007213,7,1.0188206000834739,457000.0
1.0,3.0,84.0,Śródmieście,0.8156146536170592,1.9373213654072112,0.8324064572924947,69,0.40664311895813676,2800000.0
2.0,2.0,60.55,Śródmieście,0.8156146536170592,1.9373213654072112,0.8647778412048356,68,0.42694284204510896,1050000.0
5.0,4.0,90.59,Praga-Północ,0.6436788053225815,3.9494984290244877,0.45418514983016167,110,0.6629963827183518,1600000.0
1.0,2.0,37.0,Białołęka,4.951905478123489,9.828843897079137,0.24543064283045057,4,0.9534554140974463,365000.0
1.0,3.0,71.11,Bemowo,0.43556449092625094,0.02832371015692246,0.30852113559710287,10,0.9113446062796343,800000.0
5.0,4.0,109.0,Mokotów,1.4733203596333955,3.92201181890295,0.7328494054955853,14,0.9220422002280226,1690000.0
3.0,2.0,38.0,Rembertów,6.9563188794862185,11.18009563177826,0.3687152099656736,56,0.8606768605250854,350000.0
0.0,2.0,61.0,Wilanów,1.6635041502852494,9.116899749271427,0.42327934706283293,13,0.9303702334517143,799900.0
