floor,rooms,sq,district,distance_to_nearest_metro,distance_to_pkin,living_condition_index,age_of_house,es_index,price
1.0,1.0,41.0,Białołęka,4.951905478123489,9.828843897079137,0.2872462198614088,7,0.9584231289416862,360000.0
8.0,1.0,25.04,Targówek,0.6682554815292581,5.980828169701148,0.5221404940144361,47,0.9506879507063696,315000.0
1.0,4.0,175.0,Wilanów,3.7691487423834746,8.497005945062353,0.3914969934572459,7,0.8267857990921901,3000000.0
3.0,3.0,68.0,Targówek,1.315206026599315,5.851892055617589,0.45990563056918954,13,0.8939589890174556,720000.0
5.0,3.0,66.18,Mokotów,2.4909011916369406,4.994823304914785,0.6181564528563275,2,0.8165694917734136,820000.0
5.0,3.0,60.09,Praga-Południe,4.43670891401149,6.8365166873178325,0.5273486037724527,0,0.8313079548210691,649000.0
5.0,2.0,48.0,Mokotów,2.3560542028186493,5.2854603986101205,0.7013593875543616,45,0.7869486683147227,439000.0
0.0,2.0,61.2,Wilanów,1.6635041502852494,9.116899749271427,0.40968700632866945,13,0.9739298139376495,799000.0
1.0,3.0,56.34,Białołęka,4.369007297437188,10.843383161490951,0.2467069875236143,1,0.8391699661947769,379876.0
0.0,2.0,50.04,Praga-Południe,1.993290774867635,4.4745223113930574,0.509519724524029,0,0.8626886565070634,550440.0
1.0,3.0,59.0,Mokotów,2.4909011916369406,4.994823304914785,0.7162519407259822,2,0.8887332069757151,765000.0
4.0,2.0,45.0,Praga-Południe,4.53256105838912,6.828677070581103,0.6132035610298964,1,0.9103247513467094,504000.0
2.0,2.0,34.12,Białołęka,4.369007297437188,10.843383161490951,0.24388365036810386,0,0.8668116501380553,317000.0
1.0,3.0,84.0,Mokotów,0.768843088059252,6.202781277569853,0.7117479653747443,2,0.8042019690215263,1390000.0
0.0,3.0,67.2,Ursynów,1.3860446779782731,10.253480866517846,0.5166832925496757,3,0.8332578742709339,839000.0
7.0,2.0,38.0,Ursus,6.087157607273995,9.197933813493139,0.31986882181460696,2,0.9488384248145729,460000.0
5.0,3.0,55.0,Rembertów,6.057147197310557,8.793742028591288,0.33373600584199015,0,0.8994300532066015,398822.0
7.0,4.0,66.0,Śródmieście,0.24751479487484437,0.8726978421186736,0.8017710763533841,58,0.4252922518068588,849000.0
5.0,4.0,58.0,Ursynów,0.7140241820346517,9.22449416800184,0.511180123545893,41,0.8983063608742358,665000.0
1.0,3.0,63.0,Bemowo,2.6977374775250196,6.411034460051335,0.31694235097317797,2,0.8817951918025432,799999.0
10.0,3.0,86.3,Śródmieście,0.24751479487484437,0.8726978421186736,0.8114523200091379,21,0.4026208616370016,940000.0
2.0,4.0,60.0,Białołęka,4.369007297437188,10.843383161490951,0.2631322935137635,1,0.9921406442231756,418800.0
1.0,2.0,58.0,Ursynów,1.3860446779782731,10.253480866517846,0.48351066657281877,17,0.9446004171978597,709000.0
7.0,3.0,66.0,Wola,0.7801794195553658,2.3350675162621832,0.6158829956184599,21,0.7922605961898881,719000.0
1.0,3.0,75.0,Ursynów,0.5373667256184973,7.896205920762303,0.4717680483396324,17,0.8774184259313141,980000.0
1.0,4.0,76.22,Śródmieście,0.35750798761836927,1.0014460111772514,0.9080019293082502,71,0.4320298740254736,1140000.0
0.0,3.0,57.7,Mokotów,2.4909011916369406,4.994823304914785,0.7160575916239564,27,0.8629588619440992,577000.0
1.0,3.0,78.5,Ursus,1.2069065537937405,2.451241243011611,0.3170064874425575,23,0.8449057067993824,597000.0
6.0,3.0,49.0,Praga-Północ,0.6436788053225815,3.9494984290244877,0.497945581471154,49,0.6261224658330371,465000.0
6.0,3.0,100.0,Białołęka,0.43556449092625094,0.02832371015692246,0.27522914995803416,19,0.8911855818944805,629000.0
5.0,2.0,37.0,Ochota,2.459950599708741,3.3061348769398284,0.7052593060331327,51,0.5829577553005679,390000.0
5.0,3.0,48.0,Praga-Południe,1.4684542268722616,3.299111998290923,0.5165243157528479,43,0.8852603173263618,680000.0
2.0,1.0,17.3,Mokotów,0.7663388420918703,2.35826482039666,0.7212091133415165,1,0.7758545461392691,224727.0
1.0,3.0,58.1,Ursynów,1.4395286488420724,8.062045365975104,0.48965970022979005,2,0.8512417439585257,765000.0
6.0,3.0,124.0,Mokotów,1.0623400600273123,3.421629363637997,0.671165798350068,4,0.796724739124253,2250000.0
2.0,2.0,50.0,Białołęka,4.951905478123489,9.828843897079137,0.27611996402652556,1,0.9696730469595033,359000.0
3.0,3.0,52.18,Praga-Południe,1.993290774867635,4.4745223113930574,0.5176441200796237,9,0.824570529964376,619000.0
4.0,2.0,29.88,Praga-Północ,1.9963704818070647,5.084662595135109,0.5110871978709131,0,0.6060301973185965,325000.0
5.0,3.0,84.74,Śródmieście,0.24751479487484437,0.8726978421186736,0.7651392223623368,89,0.3771482832777962,1150000.0
6.0,3.0,61.0,Praga-Południe,1.993290774867635,4.4745223113930574,0.5899724107769696,35,0.9022289765102546,598000.0
0.0,2.0,52.81,Wola,0.935994673371971,1.6249651239655725,0.6058123892550844,0,0.6974102883567175,691758.0
1.0,1.0,19.0,Mokotów,1.986967900962909,2.859385474744963,0.6723333911903905,71,0.9463867874349228,270000.0
7.0,4.0,98.0,Mokotów,2.4909011916369406,4.994823304914785,0.7229292525886307,1,0.9333395091576324,1650000.0
4.0,4.0,121.47,Mokotów,0.08275609362777697,4.680228411972351,0.7272457552349652,9,0.9032249314515924,1384029.0
5.0,3.0,60.86,Mokotów,2.4909011916369406,4.994823304914785,0.6383432539375369,3,0.9381665470566838,815000.0
0.0,2.0,40.0,Śródmieście,0.6823221463022312,2.040709778194668,0.8055309206186831,63,0.3981153376617818,498000.0
0.0,2.0,49.5,Wola,0.5661101975831286,1.4956792576236224,0.6015027528838517,64,0.7283464493337924,630000.0
1.0,1.0,33.8,Praga-Północ,0.055768337124038024,2.912868265328259,0.48017674619959977,109,0.5836591041378134,569000.0
1.0,4.0,47.0,Ochota,1.6467389280299507,4.317018072817188,0.6578037589735626,52,0.6710386891099362,600000.0
0.0,2.0,40.0,Białołęka,4.369007297437188,10.843383161490951,0.2879343385251887,1,1.0179186866973684,312986.0
2.0,4.0,102.0,Wilanów,2.911012795805617,8.32836245481112,0.42686119614337503,31,0.9785072441165463,950000.0
3.0,3.0,120.0,Mokotów,1.6061161279217726,2.549719975928223,0.6923714036279592,31,0.9427892340792391,1000000.0
10.0,3.0,61.69,Wola,0.4584287476536625,1.0122961075996952,0.6469764688524777,12,0.7312137456103301,1120000.0
4.0,4.0,147.6,Śródmieście,0.24751479487484437,0.8726978421186736,0.7953305945089073,11,0.3956378857233083,4400000.0
0.0,1.0,28.0,Śródmieście,1.361170016759027,5.692020043340831,0.9172812977540938,41,0.429560530483268,380000.0
2.0,2.0,40.02,Wola,0.47869079003357123,3.068071740680403,0.696730151742261,1,0.7047010395996836,599000.0
0.0,2.0,44.73,Praga-Południe,3.7930977852381846,6.240225268675151,0.5186693802216986,0,0.9081144877898324,450000.0
4.0,2.0,41.88,Bielany,0.3322173921098312,5.664181961872523,0.34364005083498655,0,0.8212597417116009,628000.0
4.0,3.0,107.0,Mokotów,1.368421352389063,3.6866718718020244,0.6123092441255914,71,0.9258175637222236,999000.0
2.0,3.0,71.0,Targówek,2.367990079146111,7.263007746759259,0.5220597658853274,21,0.8614540401382371,760000.0
1.0,2.0,39.0,Żoliborz,0.15072636401499562,4.380564652329655,0.5721140658022047,54,0.8549884014075505,507000.0
1.0,3.0,53.15,Mokotów,0.763518168131845,6.804432959303177,0.6553917465853645,46,0.8879997905198297,559000.0
4.0,2.0,30.0,Bemowo,2.6977374775250196,6.411034460051335,0.29496111178898193,2,0.8337155620249267,500000.0
1.0,1.0,27.9,Śródmieście,0.24751479487484437,0.8726978421186736,0.7886902250160981,61,0.370108822635715,485000.0
1.0,1.0,33.0,Mokotów,2.11242562517413,3.979444923266548,0.7400531873216312,64,0.8322017228228876,389000.0
0.0,1.0,26.2,Praga-Południe,1.993290774867635,4.4745223113930574,0.556562663819032,21,0.9524043469928868,269000.0
3.0,3.0,78.0,Ochota,2.64542037195032,3.732118655108785,0.7000230455519963,12,0.6052669628591824,1053000.0
3.0,2.0,50.0,Śródmieście,0.7032196182268509,0.8699287203501394,0.7633794903488849,53,0.3772741414221606,750000.0
4.0,3.0,60.0,Bemowo,2.6977374775250196,6.411034460051335,0.35002253388962884,36,0.8876969787559356,649000.0
5.0,1.0,60.84,Praga-Północ,0.43556449092625094,0.02832371015692246,0.5437345675734369,73,0.5619018300314164,460000.0
6.0,3.0,56.8,Praga-Południe,1.993290774867635,4.4745223113930574,0.5141758417983363,47,0.9379181656243554,470000.0
6.0,3.0,64.0,Bielany,1.3375742885188746,6.505846313601686,0.3642800707335487,45,0.7177705057687698,530000.0
1.0,3.0,58.59,Żoliborz,0.15072636401499562,4.380564652329655,0.6576501855144943,0,0.8978850921889409,762400.0
6.0,4.0,89.46,Mokotów,2.356292434035472,4.783129824927014,0.6592532288280929,3,0.941669650239272,1470000.0
1.0,3.0,64.95,Praga-Południe,5.651546841035994,8.240640607695267,0.5148582730932508,0,0.935524956910703,542750.0
3.0,2.0,43.4,Włochy,3.5856492188067035,6.33938846249423,0.5055008843964331,3,0.764348032164576,565000.0
5.0,2.0,46.63,Ochota,0.3404762329146383,3.6775872836819645,0.6193533253989972,45,0.6727685336664733,539000.0
2.0,3.0,64.06,Białołęka,4.016772307138819,12.519405925659568,0.2830228870892249,1,0.8552963976013963,526537.0
7.0,1.0,25.0,Żoliborz,0.6701382789804206,3.3022396087869472,0.6299424551083349,52,0.9747453055957854,320000.0
4.0,2.0,36.3,Śródmieście,0.9639483975954423,2.1358627114621775,0.809854221774796,68,0.3887154187774774,690000.0
8.0,2.0,51.0,Praga-Południe,2.0182341329837112,4.2017394800023835,0.5538945448198082,13,0.8589124897951748,875000.0
0.0,1.0,32.0,Praga-Południe,1.993290774867635,4.4745223113930574,0.5872098742474259,71,0.8762896466735393,398000.0
2.0,5.0,140.01,Mokotów,3.1426160589393097,4.649114357423093,0.7202491393200834,1,0.8136438029927392,1442103.0
3.0,2.0,58.21,Bemowo,2.6977374775250196,6.411034460051335,0.31775706591363545,11,0.8201080049657187,740000.0
4.0,2.0,57.0,Ochota,2.283529009229309,3.173343998117241,0.7052140496242575,64,0.6460831614840234,755000.0
5.0,4.0,64.0,Mokotów,2.397165927286942,6.653725101366229,0.6357946413671839,46,0.9189178349116536,689000.0
3.0,3.0,59.0,Włochy,3.773771488917721,6.4456601977431545,0.5808876572511232,8,0.9100048601568519,659000.0
4.0,2.0,38.5,Ursus,6.52882515826508,9.290438748156882,0.31743937630276714,51,0.8956529476848579,365000.0
10.0,3.0,87.2,Wola,0.4357806840808964,1.008178512058803,0.6820406763363935,16,0.8120374467982472,1190000.0
0.0,2.0,35.03,Ursynów,1.4395286488420724,8.062045365975104,0.5376121610589123,0,0.927967651457379,399000.0
2.0,1.0,40.0,Białołęka,3.0992456112728486,11.608715344343391,0.26113643034147765,18,0.9929058018028541,420000.0
6.0,2.0,52.0,Ochota,3.1365761476646754,4.518323883792385,0.6096528154831555,13,0.6228132724647076,640000.0
0.0,2.0,49.0,Śródmieście,0.24751479487484437,0.8726978421186736,0.8873626365948135,53,0.417749076615696,550000.0
10.0,2.0,54.0,Śródmieście,0.7243348763998803,3.1265668056754246,0.7811438956966449,20,0.3904629560068263,990000.0
0.0,3.0,72.0,Ochota,2.283529009229309,3.173343998117241,0.6681565815568905,31,0.5809857815611159,860000.0
2.0,2.0,50.0,Wola,0.935994673371971,1.6249651239655725,0.6971647731368125,71,0.6937850927494458,635000.0
5.0,1.0,36.0,Wola,0.4584287476536625,1.0122961075996952,0.6461179547197649,1,0.8199209574101943,810000.0
3.0,1.0,39.0,Wola,0.3634602307994814,2.761666780601796,0.6222335877625479,65,0.7105765593675404,385000.0
6.0,3.0,71.0,Bielany,2.175032313276699,7.8975671023714735,0.38670614437407413,6,0.7172405349297054,870000.0
4.0,3.0,66.0,Mokotów,2.7407737800839493,5.9104270106978944,0.6600998060626394,1,0.857811821585147,718178.0
10.0,4.0,172.0,Śródmieście,0.2714865027189902,0.3690859704953556,0.8170579097035939,4,0.38240551023187563,6411000.0
2.0,2.0,52.77,Śródmieście,0.43556449092625094,0.02832371015692246,0.8680637891740446,66,0.4409015893493838,769000.0
0.0,2.0,54.0,Śródmieście,0.5826860414734004,1.2646671850080085,0.7856347257844514,109,0.39321827522365904,1275000.0
3.0,2.0,38.0,Praga-Południe,3.095454159226755,4.548731174146735,0.539229233327418,51,0.9662889786171294,445000.0
2.0,3.0,75.4,Ochota,0.43556449092625094,0.02832371015692246,0.6902454176979089,10,0.6275397793006284,1050000.0
4.0,3.0,54.0,Targówek,0.8983618177972927,5.913836864009174,0.53590140744323,43,0.8368019947472428,559000.0
9.0,3.0,69.0,Mokotów,2.11242562517413,3.979444923266548,0.7192820529591353,9,0.8691574059529037,1500000.0
2.0,3.0,56.37,Białołęka,4.369007297437188,10.843383161490951,0.2716996163911612,1,0.8666735065361423,399180.0
6.0,2.0,47.0,Śródmieście,0.8192780957513497,1.2378728008709612,0.7717018903315959,61,0.38869071026183755,870000.0
0.0,2.0,39.54,Ursus,5.747764192373684,7.882318908706781,0.3084397856537748,0,0.9691433434552063,387492.0
2.0,2.0,43.33,Białołęka,4.951905478123489,9.828843897079137,0.24739177876571952,11,0.9631937723597249,335000.0
1.0,3.0,63.0,Ursynów,0.8126669075697532,10.478389003466715,0.4817529750770037,33,0.9167833250592179,587000.0
1.0,3.0,57.0,Bemowo,4.158213365098425,7.575879632122547,0.32627806549914823,10,0.805914775538161,544000.0
3.0,2.0,57.54,Ursus,5.747764192373684,7.882318908706781,0.31802596920676146,0,0.840080804512612,526491.0
2.0,2.0,62.0,Ursynów,1.3860446779782731,10.253480866517846,0.4909730495911844,19,0.845612406832896,715000.0
0.0,5.0,78.0,Ursus,6.514660573721481,9.329361463786656,0.2736180333484368,22,0.9972796228528945,530000.0
3.0,2.0,49.4,Ursus,6.514660573721481,9.329361463786656,0.31109376868037547,61,0.906110351920854,525000.0
3.0,2.0,58.7,Wola,1.323885353072896,4.073356582832086,0.6142352372176448,12,0.7330308950960296,699000.0
6.0,2.0,50.1,Bemowo,0.43556449092625094,0.02832371015692246,0.3093370224516148,43,0.8142356708679762,475000.0
1.0,2.0,38.0,Żoliborz,0.15072636401499562,4.380564652329655,0.6615045378710562,51,0.8995080500635193,455000.0
0.0,2.0,35.31,Włochy,4.934538040367998,8.896954409383321,0.5331025544480853,1,0.8600432060451354,349569.0
0.0,2.0,66.04,Śródmieście,0.24751479487484437,0.8726978421186736,0.863317913197134,89,0.4369056823264303,995000.0
10.0,2.0,48.3,Ochota,2.295093144500393,2.959048269788005,0.6670871449524868,12,0.601194212085114,699000.0
1.0,2.0,40.33,Praga-Południe,3.841305106096534,6.382129040110287,0.5554969143928232,83,0.9624528355262542,438690.0
5.0,2.0,46.4,Targówek,1.9524211941781815,7.99110490938607,0.49722890380729895,46,0.9561207220852525,380000.0
0.0,5.0,180.0,Mokotów,1.361170016759027,5.692020043340831,0.7009049818943627,6,0.8045480091852677,2900000.0
4.0,3.0,71.14,Włochy,3.773771488917721,6.4456601977431545,0.4916388852665423,4,0.8103083234452456,910000.0
0.0,3.0,72.0,Wawer,6.8741435427296045,9.020034858708495,0.3899951199997801,9,0.526223257744071,680000.0
4.0,4.0,93.52,Mokotów,2.4909011916369406,4.994823304914785,0.6169660228213427,2,0.840464676435954,1919000.0
3.0,3.0,73.0,Wilanów,2.729649993958965,8.794462069880195,0.4202434432435076,10,0.8797823424820976,875000.0
6.0,1.0,26.76,Praga-Południe,1.993290774867635,4.4745223113930574,0.5611043606046109,42,0.8403065896968781,330000.0
4.0,4.0,118.0,Praga-Południe,6.238510437711343,8.747611147290419,0.5291538003770351,12,0.8912526000430201,943882.0
0.0,3.0,56.0,Śródmieście,0.7845992635570235,1.712809723375825,0.8208567088813925,66,0.40615616912401364,740000.0
4.0,3.0,60.0,Bielany,1.3375742885188746,6.505846313601686,0.3847617845126418,11,0.7885946043191284,720000.0
3.0,3.0,105.0,Bemowo,2.6977374775250196,6.411034460051335,0.3376389938031509,14,0.8137558725286135,1149000.0
3.0,1.0,18.0,Praga-Północ,0.41675091998958097,3.9837620364443698,0.4730054822837191,83,0.6350006668940791,310000.0
2.0,2.0,56.0,Ursynów,2.761577506601542,10.424867961086697,0.48765194281065694,19,0.8361117971188021,560000.0
2.0,2.0,48.99,Mokotów,2.7407737800839493,5.9104270106978944,0.6663414784159386,14,0.9043490500987039,659000.0
10.0,3.0,90.8,Mokotów,1.6200040103960032,5.853776231215135,0.6464282346591853,22,0.8493637961756614,970000.0
0.0,2.0,47.51,Mokotów,3.7275243829074003,6.878524140304244,0.7368485766619244,1,0.8221786297998293,522610.0
3.0,2.0,31.5,Ursynów,1.4395286488420724,8.062045365975104,0.5007702227334854,2,0.8977925997664034,499000.0
3.0,2.0,38.0,Wola,0.1566164850086975,3.560946574911859,0.6682226379404138,57,0.746321543788598,400000.0
5.0,3.0,62.0,Wola,0.1566164850086975,3.560946574911859,0.6823616606519595,6,0.7026908726117406,819000.0
4.0,2.0,50.0,Wola,0.1566164850086975,3.560946574911859,0.6457335925763181,1,0.7834670601736194,629000.0
1.0,2.0,69.37,Śródmieście,1.1731896145587282,1.5790494762743126,0.8632976133663021,85,0.40389243330021085,980000.0
1.0,3.0,53.85,Rembertów,6.9563188794862185,11.18009563177826,0.3628455325876457,5,0.979175653976785,527000.0
5.0,2.0,40.16,Ursus,5.6888564564337445,8.763507057443178,0.271021491638686,0,0.8511549843464407,379000.0
0.0,3.0,55.17,Białołęka,4.369007297437188,10.843383161490951,0.28179300462867257,1,1.005962839843374,373754.0
4.0,3.0,64.33,Śródmieście,0.36307680879366155,1.3335645188993466,0.8420002094184125,0,0.3764065377139375,1450000.0
1.0,3.0,71.0,Śródmieście,1.0193966637668999,1.4706572993794313,0.7787696669909091,90,0.3857206030985792,1780000.0
9.0,2.0,38.0,Mokotów,2.4909011916369406,4.994823304914785,0.6680438841399206,51,0.7959417018108583,409900.0
6.0,2.0,41.23,Bemowo,2.6977374775250196,6.411034460051335,0.35466657426193277,13,0.8440485104055542,494900.0
10.0,2.0,43.0,Białołęka,3.8867602472482408,9.188135998172443,0.28538405448643156,5,1.009867469075833,469000.0
5.0,1.0,28.0,Mokotów,0.627627434584954,5.259961420414965,0.6352274744938753,1,0.8372774346171795,419000.0
1.0,3.0,84.0,Mokotów,0.768843088059252,6.202781277569853,0.7100111628905318,2,0.9445375546826834,1390000.0
2.0,1.0,32.0,Wola,0.1566164850086975,3.560946574911859,0.6667963794753022,4,0.6914484428391185,435000.0
0.0,1.0,25.9,Ochota,2.8411418336990386,3.900839460542683,0.7350637706028031,61,0.6319990299973073,323750.0
0.0,2.0,36.3,Targówek,1.4128200157542343,7.155921500982868,0.47012802649405766,47,0.9324262732349058,369000.0
3.0,3.0,62.57,Wola,0.935994673371971,1.6249651239655725,0.6609743652745635,0,0.815422837611649,738952.0
7.0,3.0,61.14,Wola,0.8408475826684089,4.540154987570043,0.5981080839895734,41,0.7044114825188632,549000.0
2.0,2.0,46.59,Śródmieście,0.24751479487484437,0.8726978421186736,0.7619213650584882,59,0.36906179942344997,699000.0
0.0,2.0,38.0,Targówek,0.6682554815292581,5.980828169701148,0.5314311098810438,2,0.9388069964068142,398000.0
1.0,3.0,58.0,Targówek,0.6682554815292581,5.980828169701148,0.49303605567156705,15,0.9130215308419843,525000.0
3.0,2.0,46.0,Białołęka,0.43556449092625094,0.02832371015692246,0.2869321032846874,1,0.8927617568530144,365000.0
2.0,3.0,61.0,Targówek,0.5890779409881745,5.216567451746947,0.4777211031593434,42,0.8459302997648213,575000.0
0.0,3.0,47.0,Targówek,0.6682554815292581,5.980828169701148,0.47191324952314895,47,0.893288065795798,475000.0
3.0,2.0,36.0,Mokotów,0.43556449092625094,0.02832371015692246,0.6740626689675412,1,0.7986188215682725,459000.0
2.0,2.0,45.04,Praga-Południe,1.993290774867635,4.4745223113930574,0.5265293975440254,0,0.9487145511684729,465000.0
1.0,2.0,70.0,Mokotów,0.08275609362777697,4.680228411972351,0.7222940806180053,8,0.8935350125777634,990600.0
6.0,1.0,20.0,Wola,0.9799938168491653,3.6818780835859277,0.5986307369278906,0,0.7219167733305333,268000.0
1.0,2.0,53.0,Ursynów,0.6288779899063854,11.704286912348474,0.5137964656344753,28,0.9277611876528481,662500.0
2.0,2.0,47.5,Targówek,0.4571526279305126,7.390957875102677,0.5245023539364218,16,0.972142649913741,429000.0
2.0,2.0,38.48,Ursynów,1.4395286488420724,8.062045365975104,0.5353385096117438,0,0.9487745876654271,428000.0
3.0,5.0,164.0,Ursus,6.514660573721481,9.329361463786656,0.31460409879590484,16,0.9950955262344462,990000.0
4.0,1.0,33.48,Mokotów,1.7654991950923504,3.9214409385209317,0.6277055603591144,61,0.9162928604491145,498000.0
4.0,3.0,109.0,Wilanów,2.729649993958965,8.794462069880195,0.4092895111900673,15,0.8170814019128095,1249000.0
1.0,3.0,67.0,Mokotów,4.359604540036951,6.544035145573457,0.6775193114909933,6,0.8176443626192852,840000.0
0.0,2.0,41.5,Mokotów,2.4909011916369406,4.994823304914785,0.7266975765202348,72,0.8599169435104308,580000.0
1.0,3.0,48.0,Bielany,1.3375742885188746,6.505846313601686,0.3751702572770558,46,0.7110955571525021,490000.0
10.0,2.0,29.0,Śródmieście,0.4218419400274244,1.2760467513224258,0.8811131033926352,45,0.4217070313170729,487000.0
3.0,2.0,33.0,Praga-Północ,0.6436788053225815,3.9494984290244877,0.5353478452656845,85,0.568715271352843,329000.0
1.0,3.0,84.0,Mokotów,2.4909011916369406,4.994823304914785,0.661596848369783,2,0.8566170372909749,1390000.0
1.0,4.0,103.58,Wilanów,2.729649993958965,8.794462069880195,0.428768716934547,12,0.9210418943481412,1315000.0
1.0,1.0,36.0,Praga-Południe,1.993290774867635,4.4745223113930574,0.585111190760438,62,0.8617212942699172,405000.0
4.0,2.0,27.38,Ochota,1.4678405093196054,1.8402287546299123,0.70049294925066,65,0.6610415336867632,395000.0
2.0,2.0,44.14,Wilanów,2.788065872176124,9.388051883206675,0.4028283888089293,6,0.9201352660522637,585000.0
6.0,3.0,79.47,Śródmieście,0.24751479487484437,0.8726978421186736,0.919474009504012,69,0.4065140899550029,1280000.0
3.0,2.0,45.0,Białołęka,4.376762975301577,9.805485781420808,0.2545618612285095,10,0.8819222601342543,420000.0
10.0,2.0,54.0,Śródmieście,0.24751479487484437,0.8726978421186736,0.7870754658264518,20,0.4215887206594588,990000.0
0.0,3.0,55.0,Targówek,1.2912096115900873,6.625957513583989,0.5324991232034868,51,0.9696421728811276,465000.0
4.0,5.0,120.0,Wola,0.5717036281700197,1.6891336102045231,0.6707379952044318,43,0.7834917606086722,1390000.0
1.0,4.0,70.2,Bemowo,2.463983572730515,5.98309162178909,0.3188518323498817,45,0.8671113055379022,560000.0
7.0,2.0,50.58,Wola,0.6167512324377649,3.083154688178276,0.7081110180665843,0,0.7610938087161565,704094.0
1.0,3.0,79.94,Wola,1.323885353072896,4.073356582832086,0.7025400990214885,8,0.7123107460868963,1000000.0
1.0,2.0,55.3,Ochota,2.283529009229309,3.173343998117241,0.673056862382599,21,0.6509271464853779,599000.0
6.0,2.0,62.3,Żoliborz,0.5112420725452168,3.1848906732443907,0.6164550602627624,9,0.9737832895770964,850000.0
3.0,4.0,65.0,Rembertów,7.987154189246266,12.149974681730178,0.3398156248928094,37,0.9570587861607857,435000.0
4.0,2.0,46.27,Praga-Północ,0.6436788053225815,3.9494984290244877,0.5319718874272372,59,0.6347225722751157,450000.0
2.0,2.0,57.0,Ursynów,0.9163374885384649,10.109259723261916,0.5321645127747859,13,0.8627363986918475,670000.0
4.0,3.0,75.0,Wola,0.1566164850086975,3.560946574911859,0.6741550394262196,1,0.7340978688477292,1169000.0
8.0,1.0,28.0,Wola,0.1566164850086975,3.560946574911859,0.6647547713273387,2,0.7641412510276208,400000.0
3.0,1.0,41.46,Żoliborz,0.15072636401499562,4.380564652329655,0.6517958088154301,64,0.8234737178986612,515000.0
7.0,3.0,66.0,Wola,0.1566164850086975,3.560946574911859,0.6012311003453865,4,0.7091871225738773,850000.0
2.0,3.0,45.0,Ochota,2.283529009229309,3.173343998117241,0.6230227231235002,53,0.6511091365946408,555000.0
1.0,3.0,59.3,Białołęka,4.951905478123489,9.828843897079137,0.2913009575634915,4,1.016941600942626,419000.0
2.0,2.0,56.2,Wola,0.4409653696778028,2.7456627283155646,0.6030168558366086,65,0.8028600287630271,533000.0
2.0,2.0,34.0,Białołęka,6.6564198606006535,12.922330377208654,0.2658505506182647,2,1.013539483059312,360000.0
1.0,3.0,52.68,Praga-Południe,4.309423598976693,7.149523136276825,0.5567432426882848,0,0.8454732242614457,590016.0
10.0,1.0,18.0,Śródmieście,0.24680483544885537,0.26028604353423723,0.8135250051393663,0,0.38250091408557646,339000.0
1.0,2.0,45.0,Targówek,0.6682554815292581,5.980828169701148,0.4484285200645888,41,0.8473293339017666,399000.0
2.0,3.0,56.0,Wola,0.9075094744212601,4.013903757416019,0.7142979881601407,71,0.7408042355460056,539000.0
1.0,2.0,51.5,Bemowo,3.518386630127499,6.639431716445533,0.2992678340628952,13,0.8129387730146157,590000.0
4.0,1.0,29.39,Wawer,6.810905411422823,9.387549939205483,0.38205010098825637,57,0.5190296061355966,302000.0
0.0,3.0,57.55,Białołęka,4.369007297437188,10.843383161490951,0.26715362365003387,0,0.889818420858662,409401.0
0.0,3.0,76.0,Białołęka,1.9705862182204337,9.470792093837412,0.272546491084857,23,0.9849703166692373,599000.0
2.0,2.0,37.05,Białołęka,4.127666193942086,11.009156853260558,0.25224052359474686,1,0.9253499258438107,297560.0
0.0,1.0,26.0,Ochota,0.43556449092625094,0.02832371015692246,0.6809080529972236,61,0.6368746568488141,320000.0
1.0,4.0,90.0,Włochy,3.670393582756241,5.820767167945805,0.4788911013854671,20,0.9191302185354978,950000.0
6.0,4.0,66.54,Wola,0.1566164850086975,3.560946574911859,0.6264428004852367,1,0.788355151152234,790000.0
4.0,2.0,49.2,Ochota,2.3919249830433893,2.927520948308054,0.6761555018217538,65,0.5665508256914321,688800.0
1.0,4.0,92.0,Praga-Południe,4.284154623708685,6.512887117252719,0.5168966915111759,29,0.831001724872059,859000.0
1.0,2.0,38.0,Śródmieście,0.24751479487484437,0.8726978421186736,0.8779247140266531,46,0.3893746959628379,460000.0
5.0,3.0,53.0,Ursynów,1.3860446779782731,10.253480866517846,0.47707427036957556,41,0.8622990138461032,509900.0
10.0,3.0,60.2,Targówek,2.08392815018489,6.6774951127777715,0.5118352537248271,41,0.8625500389627749,539000.0
1.0,3.0,55.96,Białołęka,4.369007297437188,10.843383161490951,0.2787160944893088,1,0.9087816164909752,400114.0
1.0,2.0,43.27,Śródmieście,0.17086353132593274,1.1379350456396593,0.9085056699997606,110,0.3985187190118284,865000.0
5.0,2.0,36.5,Wola,1.323885353072896,4.073356582832086,0.5957917961902373,1,0.7269573180359441,543000.0
3.0,3.0,46.0,Praga-Północ,0.6436788053225815,3.9494984290244877,0.47855273010006333,0,0.6472902584443625,439000.0
4.0,3.0,53.0,Żoliborz,0.15072636401499562,4.380564652329655,0.6109744392822251,97,0.9090817373757878,894900.0
1.0,3.0,61.8,Ursynów,0.4986969437140207,11.005950528722922,0.5540297379164827,37,0.8908445467915793,617000.0
4.0,4.0,85.0,Bemowo,4.133951335545862,7.820659429359425,0.33935906362814605,15,0.7541099403881827,1000888.0
1.0,3.0,66.3,Bemowo,3.113312276936841,6.399077119745192,0.35231826241213615,31,0.7574568772213143,570000.0
2.0,2.0,42.5,Mokotów,2.4909011916369406,4.994823304914785,0.7266217332737192,1,0.8251232087602215,584000.0
